 1  1  6.00   896.64   0.100   0.025   0.128   436.5484    24.4993     8.0835   0.001356   0.000012   0.000005
 0  0  6.00   896.72   0.100   0.008   0.107   385.1692    33.4574     8.7130   0.001352  -0.000000   0.000002
 2  1  6.00   896.29   0.100   0.056   0.201   177.9576    18.6154     9.9174   0.001270   0.000010  -0.000008
 0  0  6.00   896.64   0.100   0.016   0.123   417.3534    19.3390     8.1338   0.001348  -0.000012  -0.000001
 3  1  6.00   896.68   0.100   0.024   0.114   673.1012    22.9272     8.8601   0.001330   0.000002  -0.000004
 0  0  6.00   896.71   0.100   0.076   0.112   944.6307    32.1439     8.3501   0.001341  -0.000007   0.000002
 0  0  6.00   896.65   0.100   0.028   0.119   549.5676    16.2257     9.0364   0.001309  -0.000005   0.000000
 0  0  6.00   896.35   0.100   0.048   0.188   375.3067    45.0757     9.6768   0.001309  -0.000002  -0.000005
 0  0  6.00   896.69   0.100   0.009   0.108   678.5222    43.1702     8.4994   0.001348  -0.000023   0.000001
 0  0  6.00   896.32   0.100   0.051   0.189   974.1733    29.3626     9.8198   0.001292   0.000011  -0.000007
 0  0  6.00   896.67   0.100   0.014   0.109   337.5091    32.1325     8.8828   0.001340  -0.000007  -0.000003
 4  1  6.00   896.77   0.100   0.015   0.116   515.3568    49.6232     8.1686   0.001299  -0.000002   0.000000
 0  0  6.00   896.58   0.100   0.028   0.146   807.7987    24.6071     9.2340   0.001339  -0.000008  -0.000003
 5  1  6.00   896.64   0.100   0.021   0.121    53.6358    16.4523     9.0771   0.001309  -0.000003  -0.000001
 6  1  6.00   896.63   0.100   0.017   0.127   702.8154    29.0842     8.9403   0.001357  -0.000021   0.000000
 0  0  6.00   896.67   0.100   0.012   0.112   122.2197    23.5309     8.7815   0.001354  -0.000002  -0.000000
 0  0  6.00   896.75   0.100   0.007   0.094   282.1209    41.8152     8.5255   0.001344   0.000006  -0.000002
 0  0  6.00   896.70   0.100   0.012   0.104   686.3782    16.2632     8.7786   0.001312  -0.000002  -0.000002
 0  0  6.00   896.69   0.100   0.010   0.115    44.2372    44.0581     8.7752   0.001337   0.000001   0.000001
 6  1  6.00   896.71   0.100   0.028   0.122   784.6255    32.8087     8.8851   0.001350  -0.000013  -0.000002
 0  0  6.00   896.58   0.100   0.041   0.144   431.3838    43.7051     9.4907   0.001299   0.000004  -0.000009
 5  1  6.00   896.23   0.100   0.056   0.208    72.7098    21.4164     9.9454   0.001282  -0.000002  -0.000004
 0  0  6.00   896.38   0.100   0.053   0.180   872.6613    39.5231     9.7139   0.001292  -0.000012  -0.000002
 5  1  6.00   896.66   0.100   0.021   0.119    36.2994    19.5972     9.1428   0.001317   0.000013  -0.000000
 0  0  6.00   896.72   0.100   0.008   0.108   246.4239    25.0922     8.7536   0.001342  -0.000005   0.000002
 7  1  6.00   896.31   0.100   0.059   0.193   897.9469    44.9924     9.8746   0.001264   0.000008  -0.000010
 0  0  6.00   896.62   0.100   0.025   0.131   637.0912    45.3633     9.1890   0.001333   0.000002  -0.000002
 3  1  6.00   896.27   0.100   0.056   0.195   656.6567    22.4168     9.8750   0.001285  -0.000002  -0.000005
 0  0  6.00   896.70   0.100   0.014   0.100   475.6779    49.9116     8.4260   0.001298   0.000006   0.000003
 8  1  6.00   896.39   0.100   0.076   0.186   726.3754    47.4035     9.7628   0.001273   0.000007  -0.000010
 9  1  6.00   896.71   0.100   0.040   0.124   831.6558    32.0241     9.0928   0.001334   0.000006  -0.000002
10  1  6.00   896.75   0.100   0.011   0.105    75.0524    45.8166     8.7248   0.001323   0.000003  -0.000003
11  1  6.00   896.69   0.100   0.017   0.119   612.0577    36.0050     8.1550   0.001339  -0.000001   0.000002
 0  0  6.00   896.48   0.100   0.179   0.174   989.4354    21.9637     9.6022   0.001311   0.000014  -0.000004
12  1  6.00   896.71   0.100   0.011   0.106   294.0727    25.0413     8.7695   0.001328   0.000019   0.000002
 0  0  6.00   896.71   0.100   0.007   0.105   370.8367    26.7443     8.6733   0.001335   0.000004   0.000001
11  1  6.00   896.75   0.100   0.009   0.106   581.0973    29.3686     8.7133   0.001342  -0.000010   0.000004
