20000  0.0000  0  -nan  -nan  -nan
1220000  0.8923  4  14.5000  191.3177  0.1913
1240000  0.8923  4  14.5000  190.9174  0.1909
1260000  0.8923  4  14.5000  190.8903  0.1909
1280000  0.8923  4  14.5000  191.0255  0.1910
1300000  0.9077  4  14.7500  194.1706  0.1942
1320000  0.9077  4  14.7500  193.8991  0.1939
1340000  0.9231  4  15.0000  197.3498  0.1973
1360000  0.9231  4  15.0000  197.3051  0.1973
1380000  0.9231  4  15.0000  197.2269  0.1972
1400000  0.9231  4  15.0000  197.2974  0.1973
1420000  0.9538  4  15.5000  203.0636  0.2031
1440000  0.9538  4  15.5000  202.8494  0.2028
1460000  0.9538  4  15.5000  202.8291  0.2028
1480000  0.9538  4  15.5000  202.8319  0.2028
1500000  0.9538  4  15.5000  202.8864  0.2029
1520000  0.9538  4  15.5000  202.5107  0.2025
1540000  0.9538  4  15.5000  202.4136  0.2024
1560000  0.9538  3  20.6667  274.0948  0.2741
1580000  0.9538  3  20.6667  274.2485  0.2742
1600000  0.9538  3  20.6667  274.4305  0.2744
1620000  0.9538  3  20.6667  274.1176  0.2741
1640000  0.9538  3  20.6667  274.0294  0.2740
1660000  0.9538  3  20.6667  274.1348  0.2741
1680000  0.9538  3  20.6667  274.3361  0.2743
1700000  0.9538  3  20.6667  274.5529  0.2746
1720000  1.0000  4  16.2500  215.0786  0.2151
1740000  1.0000  4  16.2500  214.9790  0.2150
1760000  1.0000  4  16.2500  214.9855  0.2150
1780000  1.0000  4  16.2500  215.0298  0.2150
1800000  1.0000  4  16.2500  215.1666  0.2152
1820000  1.0000  4  16.2500  214.7639  0.2148
1840000  1.0000  4  16.2500  214.6461  0.2146
1860000  1.0000  4  16.2500  214.6560  0.2147
1880000  1.0000  4  16.2500  214.7441  0.2147
1900000  1.0000  3  21.6667  293.3062  0.2933
1920000  1.0000  3  21.6667  292.7823  0.2928
1940000  1.0000  3  21.6667  292.5231  0.2925
1960000  1.0000  3  21.6667  292.4261  0.2924
1980000  1.0000  3  21.6667  292.4568  0.2925
2000000  1.0000  3  21.6667  292.4084  0.2924
2020000  1.0000  3  21.6667  291.9614  0.2920
2040000  1.0000  3  21.6667  291.7259  0.2917
2060000  1.0000  3  21.6667  291.6728  0.2917
2080000  1.0000  3  21.6667  291.7638  0.2918
2100000  1.0000  3  21.6667  291.7514  0.2918
2120000  1.0000  3  21.6667  291.3487  0.2913
2140000  1.0000  3  21.6667  291.1182  0.2911
2160000  1.0000  3  21.6667  291.0906  0.2911
2180000  1.0000  3  21.6667  291.2231  0.2912
2200000  1.0000  3  21.6667  291.2133  0.2912
2220000  1.0000  3  21.6667  290.8395  0.2908
2240000  1.0000  3  21.6667  290.6163  0.2906
2260000  1.0000  3  21.6667  290.6075  0.2906
2280000  1.0000  3  21.6667  290.7656  0.2908
2300000  1.0000  3  21.6667  290.7729  0.2908
2320000  1.0000  3  21.6667  290.4306  0.2904
2340000  1.0000  3  21.6667  290.2219  0.2902
2360000  1.0000  3  21.6667  290.2240  0.2902
2380000  1.0000  3  21.6667  290.4137  0.2904
2400000  1.0000  3  21.6667  290.4351  0.2904
2420000  1.0000  3  21.6667  290.1106  0.2901
2440000  1.0000  3  21.6667  289.9095  0.2899
2460000  1.0000  3  21.6667  289.9189  0.2899
2480000  1.0000  3  21.6667  290.1171  0.2901
2500000  1.0000  3  21.6667  290.1530  0.2902
2520000  1.0000  3  21.6667  289.8270  0.2898
2540000  1.0000  3  21.6667  289.6277  0.2896
2560000  1.0000  3  21.6667  289.6429  0.2896
2580000  1.0000  3  21.6667  289.8372  0.2898
2600000  1.0000  3  21.6667  289.8764  0.2899
2620000  1.0000  3  21.6667  289.5379  0.2895
2640000  1.0000  3  21.6667  289.3357  0.2893
2660000  1.0000  3  21.6667  289.3528  0.2894
2680000  1.0000  3  21.6667  289.5417  0.2895
2700000  1.0000  3  21.6667  289.5902  0.2896
2720000  1.0000  3  21.6667  289.2447  0.2892
2740000  1.0000  3  21.6667  289.0568  0.2891
2760000  1.0000  3  21.6667  289.0770  0.2891
2780000  1.0000  3  21.6667  289.2710  0.2893
2800000  1.0000  3  21.6667  289.3313  0.2893
2820000  1.0000  3  21.6667  288.9945  0.2890
2840000  1.0000  3  21.6667  288.8099  0.2888
2860000  1.0000  3  21.6667  288.8342  0.2888
2880000  1.0000  3  21.6667  289.0343  0.2890
2900000  1.0000  3  21.6667  289.0974  0.2891
2920000  1.0000  3  21.6667  288.7627  0.2888
2940000  1.0000  3  21.6667  288.5778  0.2886
2960000  1.0000  3  21.6667  288.6029  0.2886
2980000  1.0000  3  21.6667  288.8016  0.2888
3000000  1.0000  3  21.6667  288.8615  0.2889
3020000  1.0000  3  21.6667  288.5218  0.2885
3040000  1.0000  3  21.6667  288.3326  0.2883
3060000  1.0000  3  21.6667  288.3596  0.2884
3080000  1.0000  3  21.6667  288.5598  0.2886
3100000  1.0000  3  21.6667  288.6157  0.2886
3120000  1.0000  3  21.6667  288.2829  0.2883
3140000  1.0000  3  21.6667  288.0968  0.2881
3160000  1.0000  3  21.6667  288.1298  0.2881
3180000  1.0000  3  21.6667  288.3379  0.2883
3200000  1.0000  3  21.6667  288.4004  0.2884
3220000  1.0000  3  21.6667  288.0807  0.2881
3240000  1.0000  3  21.6667  287.8998  0.2879
3260000  1.0000  3  21.6667  287.9360  0.2879
3280000  1.0000  3  21.6667  288.1581  0.2882
3300000  1.0000  3  21.6667  288.2249  0.2882
3320000  1.0000  3  21.6667  287.9124  0.2879
3340000  1.0000  3  21.6667  287.7348  0.2877
3360000  1.0000  3  21.6667  287.7710  0.2878
3380000  1.0000  3  21.6667  287.9920  0.2880
3400000  1.0000  3  21.6667  288.0632  0.2881
3420000  1.0000  3  21.6667  287.7453  0.2877
3440000  1.0000  3  21.6667  287.5657  0.2876
3460000  1.0000  3  21.6667  287.6008  0.2876
3480000  1.0000  3  21.6667  287.8198  0.2878
3500000  1.0000  3  21.6667  287.8862  0.2879
3520000  1.0000  3  21.6667  287.5646  0.2876
3540000  1.0000  3  21.6667  287.3797  0.2874
3560000  1.0000  3  21.6667  287.4152  0.2874
3580000  1.0000  3  21.6667  287.6342  0.2876
3600000  1.0000  3  21.6667  287.7043  0.2877
3620000  1.0000  3  21.6667  287.3869  0.2874
3640000  1.0000  3  21.6667  287.2114  0.2872
3660000  1.0000  3  21.6667  287.2484  0.2872
3680000  1.0000  3  21.6667  287.4712  0.2875
3700000  1.0000  3  21.6667  287.5504  0.2876
3720000  1.0000  3  21.6667  287.2359  0.2872
3740000  1.0000  3  21.6667  287.0622  0.2871
3760000  1.0000  3  21.6667  287.1036  0.2871
3780000  1.0000  3  21.6667  287.3276  0.2873
3800000  1.0000  3  21.6667  287.4085  0.2874
3820000  1.0000  3  21.6667  287.0962  0.2871
3840000  1.0000  3  21.6667  286.9214  0.2869
3860000  1.0000  3  21.6667  286.9625  0.2870
3880000  1.0000  3  21.6667  287.1866  0.2872
3900000  1.0000  3  21.6667  287.2656  0.2873
3920000  1.0000  3  21.6667  286.9506  0.2870
3940000  1.0000  3  21.6667  286.7711  0.2868
3960000  1.0000  3  21.6667  286.8110  0.2868
3980000  1.0000  3  21.6667  287.0351  0.2870
4000000  1.0000  3  21.6667  287.1042  0.2871
