834.7094  5.7896  63.0522  13.0609  0.2643  0.5686
859.1122  113.0410  38.7321  23.0084  0.1985  0.3823
892.7461  42.6217  66.3392  47.3580  0.0692  0.1283
873.9432  54.8503  14.1408  97.2467  0.1651  0.2981
892.0870  59.6073  41.4807  58.8649  0.0770  0.1188
865.0933  42.3268  63.5561  97.0419  0.1785  0.3925
881.8348  6.8527  91.5190  58.1393  0.1429  0.2496
880.8450  108.6880  38.3173  51.7552  0.0976  0.1894
880.1920  12.0320  93.7701  74.7751  0.1407  0.2446
871.9179  103.3506  93.9950  106.2314  0.1538  0.2989
865.5578  98.1794  56.9447  79.2392  0.1284  0.2619
880.7640  60.3196  95.7688  87.6852  0.1270  0.2287
872.1843  103.4533  24.1581  68.0965  0.1719  0.3147
855.8132  21.1798  106.7804  78.2932  0.2171  0.4490
876.3900  10.2462  88.2444  41.2556  0.1588  0.3004
841.5801  108.6945  57.6329  109.0486  0.2488  0.4636
847.4052  73.6457  14.8239  62.1778  0.2406  0.4667
852.7842  54.6738  70.2368  13.0866  0.2271  0.4299
867.6318  111.3250  25.0644  104.3916  0.1873  0.3851
885.8290  14.2592  81.8777  69.5920  0.1073  0.2306
862.6179  85.5696  19.2308  52.5683  0.1941  0.3749
883.2688  50.5510  60.7504  86.3889  0.1016  0.1595
866.1958  22.9685  76.0254  93.2152  0.1416  0.3170
871.4830  52.1262  46.1596  16.3040  0.1778  0.3144
874.1703  27.6093  77.2688  19.1138  0.1618  0.3043
857.8422  114.2664  31.3817  13.1884  0.2030  0.4288
885.7571  48.7342  67.9191  34.1959  0.1190  0.1970
895.7589  7.9490  54.1646  56.0970  0.0224  0.0550
871.8254  39.3821  33.4963  84.6289  0.1188  0.2859
877.4563  22.9428  106.4085  107.0066  0.1492  0.2552
857.3695  24.9427  67.4412  87.3348  0.1390  0.3394
878.8069  67.5177  60.7335  99.5064  0.1503  0.2548
877.2466  15.2676  36.1106  33.4831  0.1468  0.2922
889.9564  38.9615  81.0883  74.4646  0.0897  0.1448
882.5432  36.0050  46.3247  69.0576  0.0913  0.1711
875.6813  30.4573  75.5162  44.9145  0.1089  0.2618
886.2971  64.7628  80.8159  88.6155  0.1227  0.2130
851.9254  102.7582  57.2249  30.3561  0.1875  0.3667
