500  0.75496
1000  0.96961
1500  1.07528
2000  1.11165
2500  1.12228
3000  1.12811
3500  1.13360
4000  1.13923
4500  1.14510
5000  1.15122
5500  1.15693
6000  1.16284
6500  1.16838
7000  1.17348
7500  1.17843
8000  1.18287
8500  1.18707
9000  1.19090
9500  1.19434
10000  1.19742
10500  1.20023
11000  1.20272
11500  1.20508
12000  1.20710
12500  1.20887
13000  1.21039
13500  1.21176
14000  1.21305
14500  1.21415
15000  1.21509
15500  1.21591
16000  1.21657
16500  1.21730
17000  1.21792
17500  1.21836
18000  1.21872
18500  1.21905
19000  1.21924
19500  1.21951
20000  1.21980
20500  1.22014
21000  1.22028
21500  1.22045
22000  1.22064
22500  1.22074
23000  1.22087
23500  1.22092
24000  1.22096
24500  1.22093
25000  1.22088
25500  1.22088
26000  1.22099
26500  1.22107
27000  1.22124
27500  1.22130
28000  1.22139
28500  1.22137
29000  1.22144
29500  1.22136
30000  1.22136
30500  1.22129
31000  1.22115
31500  1.22113
32000  1.22114
32500  1.22124
33000  1.22127
33500  1.22132
34000  1.22142
34500  1.22146
35000  1.22148
35500  1.22148
36000  1.22151
36500  1.22142
37000  1.22127
37500  1.22118
38000  1.22120
38500  1.22123
39000  1.22131
39500  1.22138
40000  1.22137
40500  1.22137
41000  1.22143
41500  1.22140
42000  1.22136
42500  1.22128
43000  1.22116
43500  1.22113
44000  1.22119
44500  1.22125
45000  1.22134
45500  1.22136
46000  1.22142
46500  1.22142
47000  1.22139
47500  1.22139
48000  1.22133
48500  1.22119
49000  1.22113
49500  1.22110
50000  1.22111
50500  1.22118
51000  1.22128
51500  1.22127
52000  1.22131
52500  1.22136
53000  1.22139
53500  1.22140
54000  1.22139
54500  1.22123
55000  1.22115
55500  1.22107
56000  1.22109
56500  1.22114
57000  1.22128
57500  1.22127
58000  1.22130
58500  1.22129
59000  1.22137
59500  1.22136
60000  1.22126
60500  1.22124
61000  1.22110
61500  1.22109
62000  1.22107
62500  1.22116
63000  1.22127
63500  1.22131
64000  1.22125
64500  1.22123
65000  1.22126
65500  1.22130
66000  1.22123
66500  1.22113
67000  1.22108
67500  1.22107
68000  1.22108
68500  1.22115
69000  1.22121
69500  1.22127
70000  1.22127
70500  1.22129
71000  1.22133
71500  1.22133
72000  1.22125
72500  1.22117
73000  1.22107
73500  1.22103
74000  1.22103
74500  1.22120
75000  1.22128
75500  1.22130
76000  1.22130
76500  1.22137
77000  1.22143
77500  1.22135
78000  1.22132
78500  1.22128
79000  1.22111
79500  1.22105
80000  1.22108
80500  1.22113
81000  1.22122
81500  1.22121
82000  1.22118
82500  1.22119
83000  1.22126
83500  1.22133
84000  1.22128
84500  1.22120
85000  1.22114
85500  1.22111
86000  1.22114
86500  1.22120
87000  1.22125
87500  1.22126
88000  1.22118
88500  1.22128
89000  1.22128
89500  1.22125
90000  1.22122
90500  1.22111
91000  1.22102
91500  1.22103
92000  1.22113
92500  1.22124
93000  1.22129
93500  1.22131
94000  1.22134
94500  1.22136
95000  1.22142
95500  1.22138
96000  1.22126
96500  1.22112
97000  1.22107
97500  1.22100
98000  1.22107
98500  1.22112
99000  1.22114
99500  1.22113
100000  1.22115
