 0  0  6.00   869.11   0.300   0.149   3.126   113.9149    30.2574     8.8738   0.022364  -0.000251  -0.000026
 0  0  6.00   869.07   0.300   0.173   2.985   734.4221    26.6956     8.7671   0.022407   0.000067  -0.000011
 1  1  6.00   870.43   0.300   0.156   2.949   472.0540    38.2482     8.8167   0.022071  -0.000145  -0.000008
 0  0  6.00   869.15   0.300   0.112   3.085   240.1539    40.2712     8.5954   0.022531   0.000113   0.000001
 0  0  6.00   869.94   0.300   0.150   2.976   156.5696    47.9527     8.7255   0.022157  -0.000115  -0.000025
 2  1  6.00   869.21   0.300   0.103   3.034   666.9135    44.8832     8.6664   0.022335  -0.000042   0.000008
 3  1  6.00   868.25   0.300   0.145   3.181   522.4577    20.0366     8.7960   0.022649   0.000218  -0.000010
 0  0  6.00   868.57   0.300   0.099   3.282   387.9180    45.9703     8.6181   0.022155   0.000082  -0.000004
 0  0  6.00   868.60   0.300   0.138   3.207   290.7163    47.3798     8.6759   0.022250  -0.000182   0.000011
 4  1  6.00   869.64   0.300   0.109   3.000   813.3501    20.4662     8.6462   0.022628   0.000141  -0.000009
 0  0  6.00   870.31   0.300   0.158   2.989   380.2238    24.4963     8.8866   0.022484   0.000045  -0.000036
 5  1  6.00   869.04   0.300   0.142   3.083    72.8308    45.6349     8.7602   0.022362  -0.000128  -0.000011
 6  1  6.00   868.99   0.300   0.086   3.135   816.3737    41.4221     8.7131   0.022368   0.000039   0.000007
 0  0  6.00   869.18   0.300   0.142   3.275   326.4450    31.9213     8.8961   0.022227   0.000041  -0.000025
 0  0  6.00   869.02   0.300   0.147   3.083   589.6365    40.1648     8.8471   0.022438   0.000074  -0.000025
 0  0  6.00   872.08   0.300   0.169   2.817   115.1907    46.1989     9.0705   0.022404  -0.000086  -0.000052
 6  1  6.00   869.66   0.300   0.158   3.018   844.9808    42.5330     8.8325   0.022207   0.000027  -0.000004
 0  0  6.00   868.67   0.300   0.164   3.190   646.1873    27.7113     8.8078   0.022346  -0.000346  -0.000020
 4  1  6.00   867.66   0.300   0.153   3.319   852.1980    22.1017     8.6355   0.022367   0.000043  -0.000008
 0  0  6.00   870.41   0.300   0.168   3.023   292.9296    25.3828     8.9589   0.022468  -0.000183  -0.000022
 0  0  6.00   868.76   0.300   0.181   3.197   944.6547    30.3036     8.8537   0.022491  -0.000342  -0.000002
 0  0  6.00   867.77   0.300   0.086   3.250   897.5475    19.0920     8.5079   0.022347   0.000021  -0.000002
 0  0  6.00   867.97   0.300   0.167   3.152   432.1508    33.6572     8.7574   0.022529   0.000016  -0.000008
 0  0  6.00   870.17   0.300   0.103   2.825   185.9181    47.1714     8.5272   0.022094  -0.000026  -0.000006
 7  1  6.00   871.04   0.300   0.157   3.049   974.9327    23.9200     8.9544   0.022521   0.000182  -0.000036
 0  0  6.00   870.76   0.300   0.155   3.001   617.0226    18.6863     9.0275   0.022254   0.000098  -0.000024
