80000  0.0000  0  -nan  -nan  -nan
160000  0.0600  1  3.0000  33.7358  0.0337
240000  0.0600  1  3.0000  29.5325  0.0295
320000  0.0600  1  3.0000  37.0733  0.0371
400000  0.0600  1  3.0000  34.7282  0.0347
480000  0.1200  2  3.0000  35.3368  0.0353
560000  0.0600  1  3.0000  31.6292  0.0316
640000  0.1200  2  3.0000  34.8403  0.0348
720000  0.0000  0  -nan  -nan  -nan
800000  0.0600  1  3.0000  25.3915  0.0254
880000  0.0600  1  3.0000  29.1114  0.0291
960000  0.1200  2  3.0000  34.4285  0.0344
1040000  0.0000  0  -nan  -nan  -nan
1120000  0.0000  0  -nan  -nan  -nan
1200000  0.1200  2  3.0000  29.8836  0.0299
1280000  0.2600  3  4.3333  57.5334  0.0575
1360000  0.2200  3  3.6667  43.9661  0.0440
1440000  0.2800  4  3.5000  41.4004  0.0414
1520000  0.1600  2  4.0000  50.7526  0.0508
1600000  0.1200  1  6.0000  90.6115  0.0906
