 0  0  6.00   884.73   0.300   0.099   3.064   605.6636    22.9421     8.3648   0.008843  -0.000054   0.000058
 0  0  6.00   885.17   0.300   0.106   2.675   203.8275    42.9891     8.6764   0.008982   0.000034   0.000021
 0  0  6.00   886.74   0.300   0.206   2.748   389.7097    34.7626     9.1212   0.008959  -0.000020  -0.000078
 0  0  6.00   883.68   0.300   0.118   3.221   526.8094    43.6767     8.6639   0.008821  -0.000030  -0.000004
 0  0  6.00   884.83   0.300   0.112   2.811   624.4572    39.9608     8.5698   0.008913  -0.000053   0.000019
 0  0  6.00   884.83   0.300   0.095   2.796   592.3324    32.5048     8.5318   0.009015  -0.000075  -0.000004
 1  1  6.00   885.25   0.300   0.087   2.795    87.8852    20.4450     8.5687   0.008958  -0.000009   0.000003
 0  0  6.00   885.50   0.300   0.194   3.144   954.6849    23.2411     9.2986   0.009065  -0.000010  -0.000044
 0  0  6.00   883.99   0.300   0.122   3.233   801.1788    45.7907     8.3582   0.008910  -0.000073   0.000037
 0  0  6.00   885.01   0.300   0.134   2.960   181.2863    24.3454     8.1820   0.008992  -0.000088   0.000034
 0  0  6.00   885.15   0.300   0.165   3.228   917.0254    27.7009     9.1709   0.008983  -0.000081  -0.000025
 2  1  6.00   885.10   0.300   0.165   3.546   830.7689    39.4497     9.3399   0.008903   0.000053  -0.000012
 3  1  6.00   884.44   0.300   0.083   3.043   794.1509    30.2860     8.4876   0.008885   0.000047   0.000012
 0  0  6.00   886.99   0.300   0.164   2.517   349.1129    23.5872     8.9018   0.009106   0.000066  -0.000067
 3  1  6.00   884.57   0.300   0.075   3.034   775.6239    35.0013     8.4374   0.008904  -0.000091  -0.000018
 4  1  6.00   885.20   0.300   0.139   2.929   650.3472    16.8688     8.7903   0.008699   0.000063  -0.000035
 0  0  6.00   887.07   0.300   0.129   2.496    88.7197    37.9149     8.8856   0.009047  -0.000054  -0.000036
 0  0  6.00   886.88   0.300   0.174   2.569   537.4409    49.4507     8.0984   0.008808  -0.000002   0.000065
 5  1  6.00   886.47   0.300   0.193   2.580   168.3292    17.9680     9.0438   0.008865   0.000114  -0.000093
 0  0  6.00   884.47   0.300   0.119   2.950   259.6471    22.9624     8.4012   0.008832   0.000016   0.000033
 0  0  6.00   885.78   0.300   0.133   2.757   120.8820    48.5180     8.2082   0.008715   0.000008   0.000040
 5  1  6.00   885.03   0.300   0.139   2.798   137.2498    23.5148     9.0754   0.009013  -0.000018   0.000012
 0  0  6.00   883.57   0.300   0.123   3.012   276.0637    36.9161     8.4944   0.008979   0.000062   0.000005
 0  0  6.00   884.46   0.300   0.128   3.111    38.8125    33.7731     9.0162   0.009058  -0.000107  -0.000034
 0  0  6.00   885.02   0.300   0.117   2.923   188.0570    47.6940     8.6706   0.008743  -0.000016  -0.000017
 6  1  6.00   885.19   0.300   0.098   2.735   345.7101    44.2657     8.6831   0.008945  -0.000015  -0.000009
 0  0  6.00   884.81   0.300   0.135   3.024   104.1966    49.1437     8.5893   0.008675  -0.000068  -0.000047
 0  0  6.00   886.50   0.300   0.131   2.540   989.0825    44.1186     8.8325   0.008994  -0.000021  -0.000039
 0  0  6.00   884.95   0.300   0.109   2.999   730.5697    44.3139     8.6197   0.008832   0.000074   0.000016
 0  0  6.00   885.24   0.300   0.184   2.968   882.0216    40.7040     9.0825   0.008791  -0.000062  -0.000049
 0  0  6.00   885.01   0.300   0.200   2.877   371.4278    31.7389     9.3500   0.009062  -0.000037  -0.000041
 0  0  6.00   884.66   0.300   0.156   3.121   918.0098    45.1621     9.1879   0.008853  -0.000030  -0.000036
 7  1  6.00   885.08   0.300   0.117   2.827   727.8534    24.8468     8.1351   0.009062  -0.000107  -0.000001
 8  1  6.00   883.75   0.300   0.104   3.208   209.6708    19.2524     8.7348   0.008922   0.000096   0.000043
 0  0  6.00   886.54   0.300   0.215   2.727   437.8069    24.0192     9.1410   0.009118   0.000015  -0.000080
 2  1  6.00   886.81   0.300   0.261   2.773   844.2017    41.9796     9.6521   0.008893  -0.000020  -0.000037
 3  1  6.00   883.81   0.300   0.100   2.962   754.6895    35.4888     8.5166   0.008964   0.000086  -0.000003
 0  0  6.00   884.31   0.300   0.110   2.945   484.1400    20.1842     8.5724   0.009018   0.000060   0.000058
 0  0  6.00   886.10   0.300   0.145   2.706   894.7723    33.8548     8.9373   0.008906  -0.000056  -0.000023
 8  1  6.00   886.07   0.300   0.232   2.788   229.3258    20.2340     9.4465   0.009012  -0.000078  -0.000076
 9  1  6.00   886.02   0.300   0.185   2.833   470.4641    47.4202     9.1347   0.008805   0.000047  -0.000078
 0  0  6.00   884.29   0.300   0.124   3.254   407.2668    28.4142     8.9355   0.008937  -0.000089   0.000035
 0  0  6.00   884.35   0.300   0.106   3.137   559.5198    45.8294     8.5120   0.008980  -0.000034   0.000045
10  1  6.00   886.75   0.300   0.193   2.560   284.9602    22.5433     9.1982   0.009120  -0.000003  -0.000037
 0  0  6.00   885.71   0.300   0.173   2.779   544.0131    31.0253     8.9046   0.009104   0.000085  -0.000071
11  1  6.00   884.74   0.300   0.112   2.853   695.7931    29.6605     8.2796   0.009011  -0.000135  -0.000001
 0  0  6.00   883.60   0.300   0.121   3.222   463.1590    25.2786     8.2407   0.008869   0.000019   0.000019
10  1  6.00   886.30   0.300   0.230   2.901   322.9183    24.7410     9.4346   0.009038  -0.000022  -0.000082
12  1  6.00   884.56   0.300   0.150   3.146   715.9211    48.5800     8.3220   0.008631  -0.000100   0.000032
13  1  6.00   887.41   0.300   0.210   2.384   845.1722    22.8051     9.3114   0.008862  -0.000007  -0.000059
13  1  6.00   884.30   0.300   0.133   3.126   902.8605    23.8013     8.7278   0.008966   0.000020   0.000040
13  1  6.00   884.17   0.300   0.083   3.711   833.0286    21.6559     8.6781   0.008844   0.000017   0.000004
 4  1  6.00   886.68   0.300   0.110   2.504   664.6190    18.4541     8.5870   0.008813  -0.000082   0.000040
 0  0  6.00   884.59   0.300   0.163   3.080   395.2978    19.0342     8.9692   0.008971  -0.000001  -0.000042
13  1  6.00   885.43   0.300   0.129   2.849   864.2313    21.1889     8.8190   0.008878  -0.000048  -0.000040
 0  0  6.00   884.19   0.300   0.132   3.002    16.6384    47.6752     8.6422   0.008892  -0.000009  -0.000010
 0  0  6.00   885.49   0.300   0.151   2.797   637.1798    48.9701     8.8030   0.008811  -0.000026  -0.000048
11  1  6.00   884.24   0.300   0.097   3.038   641.0674    32.1127     8.6979   0.009072   0.000021   0.000029
12  1  6.00   887.05   0.300   0.202   2.515   679.6743    43.5102     9.0756   0.009084   0.000013  -0.000082
 6  1  6.00   884.16   0.300   0.082   3.253   364.1385    45.6659     8.5308   0.008725  -0.000011  -0.000008
11  1  6.00   884.85   0.300   0.173   3.149   661.0588    31.1363     9.1882   0.008869  -0.000038  -0.000042
12  1  6.00   884.63   0.300   0.093   2.897   697.6288    45.8215     8.5467   0.008895  -0.000045  -0.000026
 0  0  6.00   885.32   0.300   0.186   2.981   579.2976    39.4063     9.1700   0.008956  -0.000027  -0.000077
12  1  6.00   883.70   0.300   0.106   3.588   664.4292    47.4298     8.7075   0.008892  -0.000008   0.000030
 0  0  6.00   886.21   0.300   0.183   2.802   948.6266    50.2799     8.9350   0.008497   0.000024  -0.000050
 0  0  6.00   884.19   0.300   0.112   3.140     8.3079    34.4553     8.6675   0.008895   0.000048  -0.000019
 0  0  6.00   885.06   0.300   0.111   2.956   143.5988    50.0001     8.4450   0.008476  -0.000030   0.000013
 9  1  6.00   885.24   0.300   0.151   2.954   501.9555    43.1821     9.0444   0.008941   0.000106  -0.000041
 0  0  6.00   886.78   0.300   0.150   2.525   549.1155    17.5787     8.8348   0.008778   0.000018  -0.000034
 0  0  6.00   885.86   0.300   0.204   2.495   448.6164    37.4999     9.0233   0.009170   0.000089  -0.000092
 0  0  6.00   886.33   0.300   0.244   3.006   422.1767    22.5960     9.5949   0.009119   0.000096  -0.000067
 0  0  6.00   886.83   0.300   0.191   2.667   931.3005    27.7138     8.9202   0.009042  -0.000060  -0.000050
 0  0  6.00   885.31   0.300   0.111   2.855   364.4359    18.5747     8.2384   0.008858  -0.000017   0.000037
 6  1  6.00   885.13   0.300   0.167   3.157   311.2288    49.0801     8.2210   0.008624  -0.000067   0.000046
 0  0  6.00   885.61   0.300   0.178   3.018   970.2618    28.5159     9.1063   0.008893  -0.000033  -0.000051
 0  0  6.00   884.42   0.300   0.137   2.826   195.6236    30.1348     8.2489   0.008941  -0.000049   0.000032
 0  0  6.00   884.06   0.300   0.100   3.279   975.1262    42.9183     8.5084   0.008880   0.000056   0.000028
 0  0  6.00   884.36   0.300   0.061   3.291   223.6459    34.0368     8.5804   0.008860  -0.000041  -0.000011
 4  1  6.00   886.97   0.300   0.212   2.499   631.9362    17.2158     9.3111   0.008804   0.000052  -0.000058
 0  0  6.00   884.27   0.300   0.141   2.939   562.2250    24.9019     8.8329   0.008849  -0.000066   0.000016
 0  0  6.00   885.49   0.300   0.107   2.856   240.0562    35.3387     8.6232   0.008925  -0.000043  -0.000031
 0  0  6.00   887.24   0.300   0.229   2.467   516.7979    32.5673     9.1727   0.009013   0.000028  -0.000091
 6  1  6.00   884.22   0.300   0.116   2.963   290.9481    46.7728     8.3295   0.008814  -0.000070   0.000003
