895.0200  20.6208  59.5000  8.0000  0.0096  1.1437
886.3801  28.5728  59.5004  8.0015  0.0287  1.8790
878.9565  36.5639  59.5013  8.0037  0.0604  2.1138
875.3672  44.5411  59.5021  8.0050  0.0806  2.1589
873.5996  52.5250  59.5025  8.0054  0.0910  2.1638
872.5955  60.5119  59.5027  8.0054  0.0954  2.1720
871.9952  68.4953  59.5030  8.0054  0.0968  2.1857
871.6222  76.4723  59.5031  8.0054  0.0974  2.2006
871.3870  84.4433  59.5033  8.0053  0.0973  2.2122
871.2358  92.4089  59.5035  8.0053  0.0970  2.2215
871.1317  100.3704  59.5037  8.0054  0.0967  2.2272
871.0653  108.3288  59.5038  8.0054  0.0967  2.2328
871.0239  116.2849  59.5039  8.0054  0.0968  2.2358
870.9899  4.2393  59.5038  8.0054  0.0969  2.2385
870.9691  12.1925  59.5040  8.0054  0.0968  2.2410
870.9550  20.1448  59.5041  8.0054  0.0966  2.2432
870.9441  28.0965  59.5041  8.0054  0.0965  2.2450
870.9347  36.0477  59.5041  8.0054  0.0966  2.2463
870.9305  43.9985  59.5041  8.0054  0.0967  2.2474
870.9262  51.9491  59.5041  8.0055  0.0966  2.2483
870.9246  59.8994  59.5041  8.0055  0.0965  2.2487
870.9196  67.8496  59.5041  8.0055  0.0965  2.2489
870.9192  75.7997  59.5040  8.0056  0.0969  2.2491
870.9199  83.7496  59.5040  8.0056  0.0967  2.2490
870.9192  91.6993  59.5040  8.0056  0.0963  2.2490
870.9208  99.6490  59.5038  8.0057  0.0964  2.2489
870.9222  107.5987  59.5038  8.0057  0.0964  2.2486
870.9211  115.5482  59.5036  8.0057  0.0968  2.2484
870.9208  123.4975  59.5035  8.0058  0.0965  2.2482
870.9215  11.4470  59.5033  8.0058  0.0967  2.2485
870.9209  19.3963  59.5032  8.0058  0.0968  2.2486
870.9196  27.3455  59.5031  8.0059  0.0966  2.2487
870.9183  35.2947  59.5029  8.0059  0.0968  2.2491
870.9155  43.2438  59.5028  8.0059  0.0967  2.2492
870.9146  51.1928  59.5025  8.0059  0.0967  2.2498
870.9155  59.1417  59.5022  8.0060  0.0969  2.2506
870.9118  67.0906  59.5020  8.0060  0.0970  2.2512
870.9083  75.0394  59.5020  8.0060  0.0964  2.2521
870.9095  82.9881  59.5016  8.0061  0.0968  2.2530
870.9081  90.9367  59.5014  8.0061  0.0967  2.2535
870.9081  98.8852  59.5011  8.0061  0.0966  2.2539
870.9086  106.8337  59.5008  8.0061  0.0965  2.2541
870.9103  114.7822  59.5006  8.0062  0.0966  2.2544
870.9094  122.7306  59.5003  8.0062  0.0971  2.2547
870.9108  10.6789  59.4999  8.0062  0.0969  2.2545
870.9116  18.6271  59.4997  8.0062  0.0968  2.2543
870.9126  26.5753  59.4994  8.0062  0.0967  2.2540
870.9127  34.5234  59.4991  8.0063  0.0966  2.2540
870.9139  42.4715  59.4986  8.0063  0.0969  2.2539
870.9132  50.4194  59.4983  8.0063  0.0967  2.2539
870.9111  58.3674  59.4979  8.0064  0.0967  2.2540
870.9106  66.3153  59.4974  8.0064  0.0970  2.2539
870.9067  74.2631  59.4971  8.0064  0.0967  2.2543
870.9069  82.2106  59.4966  8.0065  0.0967  2.2548
870.9062  90.1584  59.4962  8.0065  0.0968  2.2554
870.9045  98.1059  59.4957  8.0066  0.0966  2.2563
870.9000  106.0536  59.4952  8.0066  0.0973  2.2574
870.9035  114.0008  59.4947  8.0067  0.0967  2.2582
870.8981  121.9485  59.4943  8.0068  0.0973  2.2590
870.9003  9.8956  59.4937  8.0068  0.0968  2.2594
870.9003  17.8429  59.4932  8.0069  0.0968  2.2597
870.9008  25.7900  59.4926  8.0069  0.0968  2.2599
870.9006  33.7372  59.4920  8.0070  0.0970  2.2599
870.9018  41.6842  59.4914  8.0070  0.0969  2.2598
870.9038  49.6312  59.4908  8.0071  0.0969  2.2596
870.9036  57.5781  59.4903  8.0072  0.0968  2.2594
870.9036  65.5249  59.4896  8.0072  0.0969  2.2590
870.9040  73.4716  59.4889  8.0073  0.0970  2.2590
870.9061  81.4182  59.4882  8.0073  0.0967  2.2587
870.9040  89.3648  59.4875  8.0074  0.0968  2.2586
870.9023  97.3114  59.4868  8.0074  0.0970  2.2587
870.9040  105.2578  59.4860  8.0075  0.0970  2.2588
870.9012  113.2043  59.4853  8.0075  0.0970  2.2593
870.8990  121.1506  59.4845  8.0076  0.0971  2.2595
870.8992  9.0970  59.4838  8.0076  0.0970  2.2604
870.8984  17.0432  59.4830  8.0076  0.0971  2.2613
870.8972  24.9894  59.4823  8.0077  0.0970  2.2619
870.8960  32.9356  59.4815  8.0077  0.0968  2.2622
870.8965  40.8817  59.4806  8.0077  0.0973  2.2625
870.8972  48.8278  59.4799  8.0077  0.0972  2.2625
870.8991  56.7738  59.4790  8.0078  0.0970  2.2625
870.9011  64.7197  59.4781  8.0078  0.0969  2.2626
870.8998  72.6656  59.4774  8.0078  0.0969  2.2622
870.9016  80.6114  59.4765  8.0078  0.0969  2.2618
870.9019  88.5573  59.4757  8.0078  0.0974  2.2612
870.9062  96.5029  59.4747  8.0079  0.0973  2.2604
870.9047  104.4486  59.4739  8.0079  0.0971  2.2599
870.9033  112.3941  59.4730  8.0079  0.0971  2.2596
870.9076  120.3396  59.4722  8.0079  0.0972  2.2593
870.9033  8.2850  59.4712  8.0080  0.0972  2.2590
870.9021  16.2304  59.4703  8.0080  0.0972  2.2589
870.9001  24.1758  59.4694  8.0080  0.0972  2.2589
870.8988  32.1211  59.4686  8.0081  0.0970  2.2593
870.8979  40.0662  59.4676  8.0081  0.0972  2.2601
870.8949  48.0114  59.4666  8.0081  0.0972  2.2608
870.8960  55.9565  59.4657  8.0082  0.0972  2.2614
870.8952  63.9016  59.4648  8.0082  0.0975  2.2618
870.8940  71.8466  59.4639  8.0082  0.0972  2.2622
870.8954  79.7915  59.4630  8.0083  0.0971  2.2622
870.8964  87.7362  59.4621  8.0083  0.0969  2.2620
870.8950  95.6811  59.4611  8.0083  0.0974  2.2616
870.8984  103.6256  59.4602  8.0084  0.0970  2.2613
870.8999  111.5704  59.4593  8.0084  0.0970  2.2608
870.9005  119.5147  59.4582  8.0084  0.0969  2.2603
870.9011  7.4596  59.4574  8.0085  0.0972  2.2600
870.9012  15.4041  59.4565  8.0085  0.0972  2.2598
870.9003  23.3486  59.4555  8.0086  0.0973  2.2598
870.8975  31.2930  59.4547  8.0086  0.0973  2.2598
870.8957  39.2374  59.4538  8.0087  0.0971  2.2598
870.8942  47.1818  59.4527  8.0087  0.0974  2.2603
