15000  0.3429  19  3.7895  46.1488  0.0461
30000  0.3381  19  3.7368  44.7255  0.0447
45000  0.3476  19  3.8421  46.3387  0.0463
60000  0.3524  19  3.8947  47.0350  0.0470
75000  0.3571  19  3.9474  47.8860  0.0479
90000  0.3857  21  3.8571  46.3717  0.0464
105000  0.3905  21  3.9048  47.0860  0.0471
120000  0.3905  21  3.9048  47.0327  0.0470
135000  0.3857  20  4.0500  49.0034  0.0490
150000  0.4143  21  4.1429  50.6236  0.0506
165000  0.4286  22  4.0909  49.7090  0.0497
180000  0.4429  23  4.0435  48.8096  0.0488
195000  0.4333  22  4.1364  50.4202  0.0504
210000  0.4857  25  4.0800  49.6076  0.0496
225000  0.4857  24  4.2500  52.2215  0.0522
240000  0.4905  24  4.2917  52.7750  0.0528
255000  0.5238  26  4.2308  52.1895  0.0522
270000  0.5619  29  4.0690  49.3311  0.0493
285000  0.5619  29  4.0690  49.2754  0.0493
300000  0.5524  27  4.2963  53.0399  0.0530
315000  0.5571  27  4.3333  53.4914  0.0535
330000  0.5810  28  4.3571  53.8401  0.0538
345000  0.6190  30  4.3333  52.9691  0.0530
360000  0.6476  29  4.6897  58.4229  0.0584
375000  0.6476  29  4.6897  58.3418  0.0583
390000  0.6524  28  4.8929  61.3225  0.0613
405000  0.6524  28  4.8929  61.2583  0.0613
420000  0.6714  28  5.0357  63.6312  0.0636
435000  0.6714  27  5.2222  66.4499  0.0664
450000  0.6714  27  5.2222  66.3449  0.0663
465000  0.6810  26  5.5000  70.4841  0.0705
480000  0.6810  26  5.5000  70.4113  0.0704
495000  0.6952  26  5.6154  72.1500  0.0722
510000  0.7000  26  5.6538  72.5932  0.0726
525000  0.7000  26  5.6538  72.5504  0.0726
540000  0.6857  24  6.0000  77.6486  0.0776
555000  0.6952  24  6.0833  78.6465  0.0786
570000  0.7190  24  6.2917  81.3865  0.0814
585000  0.7381  26  5.9615  75.5461  0.0755
600000  0.7429  26  6.0000  76.0439  0.0760
615000  0.7476  26  6.0385  76.7925  0.0768
630000  0.7571  26  6.1154  77.8326  0.0778
645000  0.7524  26  6.0769  76.9526  0.0770
660000  0.7619  26  6.1538  78.0959  0.0781
675000  0.7667  26  6.1923  78.5359  0.0785
690000  0.7857  26  6.3462  80.6472  0.0806
705000  0.7857  26  6.3462  80.5830  0.0806
720000  0.7905  26  6.3846  81.2475  0.0812
735000  0.7810  25  6.5600  83.6260  0.0836
750000  0.7762  25  6.5200  82.7352  0.0827
765000  0.7762  25  6.5200  82.6274  0.0826
780000  0.7905  25  6.6400  84.4001  0.0844
795000  0.7952  26  6.4231  81.1299  0.0811
810000  0.8048  26  6.5000  82.1613  0.0822
825000  0.8190  27  6.3704  80.1899  0.0802
