10000  9.3813  2.6229
20000  9.5530  2.9437
30000  8.9412  3.0086
40000  8.6138  3.0062
50000  8.3864  3.0386
60000  8.0547  3.0546
70000  7.9619  3.0405
80000  7.8893  3.0249
90000  7.9363  3.0272
100000  8.1977  3.0211
110000  8.0809  3.0246
120000  7.3512  3.0181
130000  6.3836  3.0224
140000  5.6453  2.9969
150000  5.4297  2.9212
160000  5.3833  2.8455
170000  5.1201  2.8124
180000  4.8996  2.7732
190000  5.0337  2.8469
200000  5.8227  3.0156
210000  5.9825  2.9822
220000  5.6570  2.9206
230000  4.9274  2.8950
240000  4.9875  2.9278
250000  5.1576  2.9685
260000  5.8211  2.8966
270000  5.7114  2.8602
280000  4.5011  2.8043
290000  3.9038  2.8569
300000  4.5668  2.8263
310000  4.7135  2.8176
320000  4.9491  2.7635
330000  5.1409  2.7366
340000  5.6809  2.7759
350000  6.2944  2.8155
360000  5.6011  2.8644
370000  5.5186  2.8962
380000  5.4974  2.9207
390000  5.4882  2.9366
400000  5.5239  2.9334
410000  5.5453  2.9339
420000  5.5389  2.9478
430000  5.5721  2.9747
440000  5.5839  2.9213
450000  5.5391  2.8529
460000  5.4655  2.7843
470000  5.4394  2.7350
480000  5.5214  2.7826
490000  4.9543  2.8383
500000  4.6254  2.8335
510000  4.5970  2.9453
520000  5.2655  2.9917
530000  5.4752  3.0058
540000  5.5453  3.0050
550000  5.5624  3.0088
560000  5.4836  3.0020
570000  5.3185  2.9707
580000  5.1170  2.9603
590000  5.4432  2.9517
600000  6.0056  2.9452
610000  6.7103  2.9452
620000  6.9914  2.9480
630000  7.1815  2.9553
640000  7.6277  2.9575
650000  8.1783  2.9566
660000  8.6918  2.9552
670000  9.1376  2.9555
680000  8.9807  2.9501
690000  8.3900  2.9419
700000  7.7469  2.9341
710000  7.4037  2.9346
720000  7.0743  2.9377
730000  6.2466  2.9455
740000  6.0351  2.9645
750000  5.4304  2.9626
760000  5.3965  2.9541
770000  5.5252  2.9519
780000  5.8860  2.9756
790000  6.5606  2.9694
800000  6.4807  2.9234
810000  6.2278  2.8843
820000  5.9361  2.8578
830000  6.0063  2.8558
840000  6.1118  2.9315
850000  6.2349  2.9524
860000  6.4865  2.9619
870000  6.6665  2.9562
880000  6.6776  2.9276
890000  7.0339  2.9272
900000  6.7671  2.9234
910000  6.2485  2.9227
920000  5.6985  2.9359
930000  5.9606  2.9490
940000  6.4745  2.9632
950000  7.0690  2.9527
960000  7.9138  2.9441
970000  8.9431  2.9381
980000  9.8717  2.9383
990000  9.8919  2.9238
1000000  9.9523  2.9206
1010000  10.0142  2.9235
1020000  10.0759  2.9088
1030000  10.1205  2.9028
1040000  10.1377  2.8992
1050000  10.1419  2.9047
1060000  10.1089  2.9192
1070000  10.0336  2.9386
1080000  9.9323  2.9754
1090000  9.7931  3.0021
1100000  9.6335  3.0054
1110000  9.4268  3.0110
1120000  9.1900  3.0040
1130000  8.9335  2.9890
1140000  8.6969  2.9688
1150000  8.5056  2.9560
1160000  8.3836  2.9465
1170000  8.3645  2.9404
1180000  8.5095  2.9431
1190000  8.8453  2.9569
1200000  9.3343  2.9700
1210000  9.9030  2.9923
1220000  10.5378  3.0180
1230000  11.1497  3.0177
1240000  11.7755  3.0161
1250000  12.4129  3.0101
1260000  12.5239  3.0060
1270000  12.6088  3.0027
1280000  12.6823  2.9973
1290000  12.7525  2.9954
1300000  12.8145  2.9897
1310000  12.8519  2.9898
1320000  12.9099  2.9943
1330000  12.9682  2.9924
1340000  13.0582  2.9910
1350000  13.1391  2.9903
1360000  13.2480  2.9944
1370000  13.3646  2.9964
1380000  13.5035  2.9971
1390000  13.3168  2.9993
1400000  13.1563  3.0031
1410000  13.0516  3.0070
1420000  12.9803  3.0109
1430000  13.0159  3.0138
1440000  13.1122  3.0175
1450000  13.3256  3.0205
1460000  13.4074  3.0260
1470000  13.4171  3.0274
1480000  13.4463  3.0281
1490000  13.4976  3.0280
1500000  13.5640  3.0255
1510000  13.6211  3.0210
1520000  13.7214  3.0242
1530000  13.8067  3.0171
1540000  13.9351  3.0130
1550000  14.0999  3.0092
1560000  14.3155  3.0070
1570000  14.5916  3.0102
1580000  14.9000  3.0033
1590000  15.2455  2.9932
1600000  15.6215  2.9902
1610000  15.7237  2.9937
1620000  15.5165  2.9946
1630000  15.3034  2.9883
1640000  15.0833  2.9884
1650000  14.8832  2.9909
1660000  14.6820  2.9967
1670000  14.4745  2.9982
1680000  14.2519  2.9981
1690000  14.0268  3.0008
1700000  13.7934  3.0014
1710000  13.5693  3.0051
1720000  13.3614  3.0029
1730000  13.1712  3.0033
1740000  12.9913  3.0036
1750000  12.8367  3.0063
1760000  12.7032  3.0045
1770000  12.6044  3.0087
1780000  12.2608  2.9979
1790000  11.8466  2.9876
1800000  11.4278  2.9794
1810000  11.0244  2.9792
1820000  10.6504  2.9761
1830000  10.2857  2.9745
1840000  9.9587  2.9757
1850000  9.6423  2.9770
1860000  9.3919  2.9753
1870000  9.1385  2.9703
1880000  8.8328  2.9669
1890000  8.4895  2.9621
1900000  8.0050  2.9586
1910000  7.4329  2.9569
1920000  7.0449  2.9577
1930000  6.8397  2.9571
1940000  6.6602  2.9495
1950000  6.6664  2.9452
1960000  6.6242  2.9455
1970000  6.6342  2.9438
1980000  6.6127  2.9455
1990000  6.5552  2.9482
2000000  6.5208  2.9503
