4119.2021  179.7837  45.7185  86.9105  0.2557  0.5798  0.3805
4119.3682  111.3996  78.9000  43.4341  0.3041  0.5391  0.2811
4118.8525  98.2483  68.3424  100.2879  0.2907  0.5888  0.3597
4119.3906  143.3869  67.5183  17.3938  0.2639  0.5389  0.3206
4118.3232  8.1562  53.5399  20.3487  0.3245  0.6546  0.4191
4119.4834  177.0121  85.2888  71.1443  0.1607  0.5322  0.4062
4118.9229  110.3116  96.3083  35.5128  0.3310  0.6267  0.3731
4119.2056  192.7548  97.4564  28.3058  0.2582  0.5713  0.3673
4118.8335  153.0011  100.1409  64.5001  0.2962  0.5804  0.3432
4119.2891  227.4038  38.9742  24.2323  0.3533  0.5682  0.2688
4118.7183  40.8989  96.6859  92.9448  0.3628  0.6007  0.3042
4119.2812  2.1060  95.1171  56.2145  0.3656  0.5896  0.2855
4118.9292  63.0460  97.0956  94.7604  0.3618  0.6071  0.3145
4119.5283  212.6179  48.0116  72.8801  0.1679  0.5164  0.3816
4119.4507  127.6653  48.0286  44.7583  0.2495  0.5941  0.4046
4119.3799  176.4681  70.3335  68.3055  0.1453  0.4033  0.2741
4119.1851  32.1455  81.3979  67.9305  0.3852  0.4483  0.0763
4118.7417  29.0186  97.6206  30.8692  0.3459  0.6273  0.3593
4119.5635  160.7747  57.3273  46.8351  0.2230  0.4754  0.2823
4119.1372  113.4658  25.7975  95.7660  0.2870  0.5757  0.3458
4119.2251  125.1337  98.1590  96.8125  0.3202  0.5752  0.3125
4119.3843  94.1648  50.5096  40.6990  0.2687  0.4622  0.2210
4119.0996  157.3935  18.4691  80.9625  0.3586  0.6197  0.3357
4119.3457  201.1560  21.3183  38.6785  0.3607  0.5783  0.2750
4119.1060  59.3743  72.6480  97.4754  0.3114  0.5933  0.3457
4118.8984  31.5535  23.3948  48.6012  0.3635  0.5679  0.2575
4119.0527  187.7869  38.6387  101.8476  0.3762  0.6004  0.2896
4118.7998  186.4781  25.4993  88.4228  0.2971  0.5930  0.3592
4119.3179  189.0810  34.5120  33.6237  0.2095  0.5426  0.3758
4119.5078  31.9664  59.0433  65.1182  0.2655  0.3673  0.1127
4119.4062  76.4766  85.4128  53.1598  0.3230  0.4913  0.2001
4119.2461  183.3570  57.2306  16.8343  0.3112  0.6080  0.3660
4118.8369  216.7667  95.3852  100.1929  0.3032  0.5607  0.3103
4119.3218  163.1023  59.9985  25.3182  0.2878  0.4953  0.2420
4119.1821  41.9267  73.3985  44.4563  0.1916  0.5109  0.3540
4118.7939  48.6373  58.9476  24.6150  0.3221  0.5657  0.2978
4118.9194  238.7661  29.0889  98.2715  0.3579  0.6074  0.3188
4119.3818  202.2065  79.7830  38.2619  0.2167  0.5778  0.4128
4118.7939  132.1885  22.6837  52.7051  0.3064  0.5834  0.3373
4119.3774  67.4550  50.3790  61.5288  0.2461  0.5201  0.3143
4119.1826  50.3281  70.2729  33.7408  0.2532  0.5845  0.3889
4119.2720  20.3524  69.2096  17.4369  0.2651  0.5968  0.3941
4118.9844  42.1513  90.5504  51.8044  0.4227  0.5760  0.2025
4119.3965  117.1265  97.5873  19.2554  0.3072  0.5864  0.3405
4119.2441  26.3713  87.1604  96.0004  0.3241  0.5790  0.3138
4119.7373  217.3202  57.3726  58.8128  0.0550  0.4063  0.3594
4119.0879  136.7076  40.3792  40.9587  0.2477  0.5188  0.3111
4119.4453  205.5726  68.3430  91.2624  0.2534  0.5515  0.3466
4119.2725  54.3943  24.3955  36.3173  0.3200  0.5907  0.3338
4119.3130  147.3173  71.2336  88.5433  0.2744  0.5338  0.3039
4119.2773  25.9884  29.6704  26.3205  0.3157  0.5641  0.3023
4118.6909  126.0476  46.2477  27.9854  0.2422  0.5367  0.3385
4119.4492  16.0657  76.2762  83.0284  0.1944  0.4675  0.3004
4119.0498  60.0187  92.0266  30.0132  0.3528  0.5861  0.2941
4119.4995  163.7964  41.5798  31.4803  0.3646  0.4963  0.1609
4119.0835  54.8387  97.5930  75.6649  0.4231  0.5787  0.2061
4119.3979  140.8852  25.3698  21.6846  0.3284  0.5577  0.2807
4119.0713  73.4094  32.0643  67.9413  0.3376  0.6109  0.3443
4118.8975  156.8378  31.4922  99.4640  0.3417  0.6082  0.3365
4119.3750  38.9110  64.4134  53.0019  0.1004  0.4456  0.3614
4119.0981  212.5523  85.0416  33.3483  0.1534  0.5596  0.4443
4119.1416  84.4419  51.6080  86.0140  0.2475  0.5303  0.3256
4119.4531  207.5685  40.5251  89.3765  0.2221  0.5097  0.3244
4118.1929  231.7191  35.8664  72.4480  0.2167  0.5326  0.3572
4118.7754  229.8449  24.7050  48.7062  0.2976  0.5289  0.2745
4118.5825  245.3289  66.3888  26.2790  0.2847  0.6130  0.3978
4119.3428  207.0785  73.7345  66.5989  0.1634  0.3514  0.1994
4118.7192  49.4638  62.8787  83.7046  0.3346  0.5205  0.2251
4118.5596  26.7732  57.9374  88.1954  0.2814  0.6238  0.4153
4119.5684  111.0650  34.5095  88.1429  0.2177  0.5065  0.3246
4119.0874  67.6236  24.3354  25.3976  0.3884  0.6289  0.3182
4119.3320  80.7341  38.2012  50.3782  0.3637  0.5667  0.2557
4119.3984  83.5681  66.1205  66.6934  0.2909  0.3566  0.0732
4118.4023  50.6523  73.8153  86.9336  0.2977  0.6003  0.3684
4119.2441  188.3611  100.4416  50.3112  0.2486  0.6003  0.4134
4119.0991  157.2499  80.8961  100.0850  0.3631  0.5926  0.2925
4119.5132  110.7532  69.6253  76.4116  0.1899  0.3998  0.2271
4119.3428  242.8110  81.1090  64.1611  0.2710  0.5707  0.3545
4119.0776  139.8620  55.3023  101.5908  0.3103  0.6198  0.3833
4118.8809  51.6293  20.4693  83.1741  0.3704  0.6290  0.3371
4118.8789  15.3499  20.9649  64.4595  0.2630  0.5602  0.3486
4119.3291  189.2339  80.2648  102.6430  0.3177  0.6134  0.3672
4118.2495  -3.3909  102.5109  76.1953  0.2852  0.6193  0.4057
4119.6079  129.9117  54.1588  60.7417  0.2405  0.4697  0.2584
4119.0000  134.5694  98.5113  51.4862  0.3063  0.6326  0.4047
4119.4102  188.7083  64.4899  85.5074  0.2884  0.5299  0.2851
4119.5498  238.0907  69.3175  73.1451  0.2426  0.4666  0.2527
4119.3335  109.6680  31.8229  21.3753  0.2690  0.5431  0.3210
4119.3750  167.9256  28.1574  51.8900  0.3205  0.5187  0.2377
4119.0659  251.1836  56.1696  35.6123  0.1265  0.5534  0.4591
4119.6138  228.9090  89.5524  19.3628  0.2426  0.5446  0.3479
4119.3828  153.9109  20.9816  36.8611  0.3668  0.5561  0.2378
4119.3672  24.8480  48.9841  46.4068  0.1362  0.3145  0.1863
4119.1587  71.8351  48.5766  73.2079  0.2136  0.4433  0.2538
4118.9727  70.4594  47.8790  24.2615  0.3766  0.5788  0.2585
4119.2183  200.1141  88.5310  58.1251  0.2403  0.5480  0.3544
4118.7744  83.4504  26.6020  51.3280  0.3775  0.6331  0.3359
4119.0703  74.3973  95.2837  25.5748  0.3373  0.5979  0.3265
4118.5103  230.3993  26.6669  64.1844  0.1568  0.5154  0.3901
4119.6025  187.1772  48.6538  50.6587  0.1387  0.3554  0.2279
4119.2109  117.3803  80.4491  100.0330  0.3095  0.5670  0.3123
4119.5303  201.8163  17.6071  66.6558  0.2811  0.5192  0.2788
4118.4385  222.8374  97.4818  77.7962  0.3156  0.6140  0.3702
4118.5098  72.7626  19.5403  64.5908  0.3579  0.6184  0.3346
4119.2383  73.9928  70.4254  21.9153  0.3731  0.5825  0.2676
4119.0264  76.9182  77.8864  83.5071  0.2194  0.4518  0.2580
4119.4194  150.4877  95.4023  29.5782  0.2567  0.4591  0.2295
4119.5483  172.0278  78.5344  39.3719  0.2168  0.5309  0.3550
4119.1787  -3.8476  84.2741  94.8088  0.2640  0.5588  0.3457
4119.4995  235.3173  63.3843  39.0581  0.2213  0.5811  0.4128
4119.0513  173.9116  100.2341  78.6526  0.2724  0.5881  0.3759
4119.1616  133.5346  45.8991  70.9210  0.2742  0.5136  0.2787
4119.1206  110.7217  75.1449  28.3481  0.3667  0.5660  0.2515
4119.2368  205.1115  22.3209  21.6667  0.3437  0.6022  0.3260
4119.6865  5.4243  54.0799  59.0069  0.0590  0.1807  0.1230
4119.3359  237.8076  45.3900  95.7649  0.3083  0.5730  0.3216
4119.3848  147.7359  69.1462  67.2166  0.2674  0.4255  0.1784
4119.1113  3.7632  27.9769  81.7467  0.3442  0.5680  0.2783
4119.5635  149.9534  87.8400  84.1762  0.2613  0.5105  0.2876
4118.7891  46.7498  37.8685  76.4132  0.2152  0.5692  0.4034
4119.0068  222.9937  39.6399  63.3267  0.1410  0.5726  0.4696
4119.2998  229.6927  52.9110  84.9342  0.3065  0.4648  0.1845
4119.2607  131.9354  25.1494  76.9394  0.3121  0.5494  0.2864
4119.2456  96.8487  18.6461  57.5916  0.2280  0.5787  0.4039
4119.1104  37.4434  51.8171  97.1303  0.2833  0.6449  0.4425
4119.3911  159.4740  71.8077  56.9499  0.2382  0.3522  0.1244
