1500  1.1174  1.1174  56.5079
3000  1.1170  1.1172  56.5268
4500  1.1161  1.1169  56.5723
6000  1.1159  1.1166  56.5850
7500  1.1159  1.1165  56.5853
9000  1.1156  1.1163  56.5971
10500  1.1150  1.1161  56.6286
12000  1.1143  1.1159  56.6632
13500  1.1141  1.1157  56.6754
15000  1.1141  1.1155  56.6771
16500  1.1143  1.1154  56.6677
18000  1.1139  1.1153  56.6848
19500  1.1132  1.1151  56.7227
21000  1.1128  1.1150  56.7422
22500  1.1133  1.1149  56.7141
24000  1.1143  1.1148  56.6674
25500  1.1152  1.1148  56.6200
27000  1.1158  1.1149  56.5913
28500  1.1154  1.1149  56.6093
30000  1.1152  1.1149  56.6185
31500  1.1157  1.1150  56.5927
33000  1.1166  1.1151  56.5469
34500  1.1166  1.1151  56.5466
36000  1.1160  1.1152  56.5790
37500  1.1151  1.1152  56.6222
39000  1.1145  1.1151  56.6544
40500  1.1140  1.1151  56.6797
42000  1.1138  1.1150  56.6916
43500  1.1138  1.1150  56.6928
45000  1.1138  1.1150  56.6893
46500  1.1135  1.1149  56.7047
48000  1.1127  1.1148  56.7475
49500  1.1119  1.1148  56.7890
51000  1.1115  1.1147  56.8094
52500  1.1116  1.1146  56.8042
54000  1.1120  1.1145  56.7810
55500  1.1120  1.1144  56.7815
57000  1.1116  1.1144  56.8019
58500  1.1117  1.1143  56.7986
60000  1.1110  1.1142  56.8330
61500  1.1101  1.1141  56.8804
63000  1.1095  1.1140  56.9118
64500  1.1095  1.1139  56.9102
66000  1.1103  1.1138  56.8713
67500  1.1110  1.1137  56.8317
69000  1.1118  1.1137  56.7905
70500  1.1123  1.1137  56.7658
72000  1.1124  1.1137  56.7600
73500  1.1130  1.1136  56.7339
75000  1.1131  1.1136  56.7249
76500  1.1123  1.1136  56.7647
78000  1.1126  1.1136  56.7521
79500  1.1130  1.1136  56.7334
81000  1.1129  1.1136  56.7369
82500  1.1120  1.1135  56.7815
84000  1.1110  1.1135  56.8312
85500  1.1106  1.1134  56.8564
87000  1.1103  1.1134  56.8672
88500  1.1108  1.1133  56.8458
90000  1.1110  1.1133  56.8326
91500  1.1110  1.1133  56.8339
93000  1.1109  1.1132  56.8407
94500  1.1114  1.1132  56.8132
96000  1.1120  1.1132  56.7808
97500  1.1116  1.1132  56.8015
99000  1.1109  1.1131  56.8379
100500  1.1104  1.1131  56.8631
102000  1.1101  1.1130  56.8771
103500  1.1104  1.1130  56.8632
105000  1.1113  1.1130  56.8195
106500  1.1122  1.1130  56.7716
108000  1.1122  1.1129  56.7744
109500  1.1116  1.1129  56.8054
111000  1.1116  1.1129  56.8007
112500  1.1118  1.1129  56.7914
114000  1.1116  1.1129  56.8019
115500  1.1110  1.1129  56.8313
117000  1.1105  1.1128  56.8583
118500  1.1105  1.1128  56.8617
120000  1.1108  1.1128  56.8430
121500  1.1111  1.1128  56.8284
123000  1.1111  1.1127  56.8265
124500  1.1114  1.1127  56.8108
126000  1.1115  1.1127  56.8090
127500  1.1109  1.1127  56.8390
129000  1.1109  1.1127  56.8399
130500  1.1108  1.1126  56.8424
132000  1.1103  1.1126  56.8699
133500  1.1100  1.1126  56.8867
135000  1.1108  1.1126  56.8422
136500  1.1118  1.1126  56.7906
138000  1.1116  1.1125  56.8020
139500  1.1106  1.1125  56.8525
141000  1.1100  1.1125  56.8869
142500  1.1099  1.1125  56.8894
144000  1.1099  1.1124  56.8886
145500  1.1101  1.1124  56.8792
147000  1.1105  1.1124  56.8590
148500  1.1112  1.1124  56.8246
150000  1.1121  1.1124  56.7795
151500  1.1131  1.1124  56.7270
153000  1.1133  1.1124  56.7162
154500  1.1127  1.1124  56.7471
156000  1.1118  1.1124  56.7931
157500  1.1111  1.1124  56.8299
159000  1.1110  1.1124  56.8348
160500  1.1121  1.1124  56.7759
162000  1.1135  1.1124  56.7046
163500  1.1147  1.1124  56.6470
165000  1.1151  1.1124  56.6244
166500  1.1150  1.1124  56.6292
168000  1.1148  1.1125  56.6389
169500  1.1142  1.1125  56.6679
171000  1.1136  1.1125  56.6990
172500  1.1136  1.1125  56.6990
174000  1.1141  1.1125  56.6748
175500  1.1150  1.1125  56.6312
177000  1.1157  1.1126  56.5956
178500  1.1161  1.1126  56.5732
180000  1.1163  1.1126  56.5657
181500  1.1160  1.1127  56.5806
183000  1.1158  1.1127  56.5892
184500  1.1153  1.1127  56.6151
186000  1.1151  1.1127  56.6265
187500  1.1152  1.1127  56.6175
189000  1.1160  1.1128  56.5800
190500  1.1167  1.1128  56.5460
192000  1.1167  1.1128  56.5412
193500  1.1160  1.1129  56.5790
195000  1.1152  1.1129  56.6195
196500  1.1148  1.1129  56.6384
198000  1.1146  1.1129  56.6478
199500  1.1145  1.1129  56.6568
201000  1.1145  1.1129  56.6533
202500  1.1152  1.1129  56.6208
204000  1.1159  1.1130  56.5828
205500  1.1160  1.1130  56.5813
207000  1.1155  1.1130  56.6053
208500  1.1148  1.1130  56.6378
210000  1.1143  1.1130  56.6656
211500  1.1138  1.1130  56.6896
213000  1.1135  1.1130  56.7080
214500  1.1139  1.1130  56.6866
216000  1.1151  1.1131  56.6224
217500  1.1159  1.1131  56.5854
219000  1.1158  1.1131  56.5889
220500  1.1160  1.1131  56.5769
222000  1.1162  1.1131  56.5691
223500  1.1162  1.1132  56.5703
225000  1.1162  1.1132  56.5684
226500  1.1165  1.1132  56.5538
228000  1.1165  1.1132  56.5553
229500  1.1160  1.1132  56.5769
231000  1.1156  1.1133  56.5988
232500  1.1156  1.1133  56.5998
234000  1.1156  1.1133  56.5977
235500  1.1153  1.1133  56.6135
237000  1.1147  1.1133  56.6427
238500  1.1141  1.1133  56.6738
240000  1.1136  1.1133  56.6990
241500  1.1132  1.1133  56.7191
243000  1.1124  1.1133  56.7621
244500  1.1114  1.1133  56.8138
246000  1.1108  1.1133  56.8438
247500  1.1111  1.1133  56.8290
249000  1.1115  1.1133  56.8076
250500  1.1112  1.1132  56.8215
252000  1.1104  1.1132  56.8639
253500  1.1099  1.1132  56.8918
255000  1.1095  1.1132  56.9128
256500  1.1091  1.1132  56.9329
258000  1.1089  1.1131  56.9404
259500  1.1092  1.1131  56.9238
261000  1.1096  1.1131  56.9067
262500  1.1094  1.1131  56.9164
264000  1.1093  1.1130  56.9182
265500  1.1099  1.1130  56.8887
267000  1.1103  1.1130  56.8672
268500  1.1099  1.1130  56.8916
270000  1.1093  1.1130  56.9228
271500  1.1094  1.1130  56.9138
273000  1.1099  1.1129  56.8924
274500  1.1102  1.1129  56.8742
276000  1.1106  1.1129  56.8563
277500  1.1105  1.1129  56.8615
279000  1.1098  1.1129  56.8963
280500  1.1092  1.1129  56.9235
282000  1.1092  1.1128  56.9248
283500  1.1096  1.1128  56.9065
285000  1.1098  1.1128  56.8927
286500  1.1103  1.1128  56.8686
288000  1.1107  1.1128  56.8506
289500  1.1105  1.1128  56.8593
291000  1.1099  1.1128  56.8913
292500  1.1093  1.1127  56.9190
294000  1.1089  1.1127  56.9415
295500  1.1088  1.1127  56.9485
297000  1.1093  1.1127  56.9203
298500  1.1099  1.1127  56.8911
300000  1.1097  1.1127  56.9024
