10000  0.0000  0  -nan  -nan  -nan
20000  0.0000  0  -nan  -nan  -nan
30000  0.0000  0  -nan  -nan  -nan
40000  0.0000  0  -nan  -nan  -nan
50000  0.0000  0  -nan  -nan  -nan
60000  0.0600  1  3.0000  29.3378  0.0293
70000  0.0600  1  3.0000  28.1474  0.0281
80000  0.0600  1  3.0000  27.1526  0.0272
90000  0.1200  2  3.0000  28.2164  0.0282
100000  0.1400  2  3.5000  35.8284  0.0358
110000  0.2000  3  3.3333  34.6602  0.0347
120000  0.3400  5  3.4000  35.8267  0.0358
130000  0.3400  5  3.4000  35.8271  0.0358
140000  0.3800  5  3.8000  42.6200  0.0426
150000  0.4200  5  4.2000  49.3884  0.0494
160000  0.4200  4  5.2500  65.5703  0.0656
170000  0.5000  5  5.0000  63.1107  0.0631
180000  0.6000  6  5.0000  62.6385  0.0626
190000  0.6200  6  5.1667  65.2207  0.0652
200000  0.6400  6  5.3333  67.8531  0.0679
210000  0.8000  7  5.7143  76.9830  0.0770
220000  0.8000  7  5.7143  76.4042  0.0764
230000  0.8000  7  5.7143  76.3752  0.0764
240000  0.8000  7  5.7143  76.4439  0.0764
250000  0.8000  7  5.7143  76.6216  0.0766
260000  0.8000  7  5.7143  76.8535  0.0769
270000  0.8400  7  6.0000  81.4097  0.0814
280000  0.8600  7  6.1429  84.6178  0.0846
290000  0.8800  7  6.2857  87.0079  0.0870
300000  0.8800  6  7.3333  104.8999  0.1049
310000  0.8800  6  7.3333  105.0112  0.1050
320000  0.8800  5  8.8000  130.3829  0.1304
330000  0.8800  3  14.6667  228.9514  0.2290
340000  0.8800  3  14.6667  229.0406  0.2290
350000  0.8800  3  14.6667  229.2560  0.2293
360000  0.8800  3  14.6667  229.6138  0.2296
370000  0.8800  3  14.6667  230.0087  0.2300
380000  0.8800  3  14.6667  230.4274  0.2304
390000  0.9000  3  15.0000  237.7346  0.2377
400000  0.9000  3  15.0000  237.8692  0.2379
410000  0.9000  3  15.0000  238.0926  0.2381
420000  0.9000  3  15.0000  238.3626  0.2384
430000  0.8800  3  14.6667  231.5936  0.2316
440000  0.8800  3  14.6667  231.8262  0.2318
450000  0.8800  3  14.6667  232.1499  0.2321
460000  0.8800  3  14.6667  232.5453  0.2325
470000  0.8800  3  14.6667  233.0227  0.2330
480000  0.8800  3  14.6667  233.5467  0.2335
490000  0.8800  3  14.6667  234.1326  0.2341
500000  0.8800  3  14.6667  234.7305  0.2347
510000  0.8400  3  14.0000  221.2593  0.2213
520000  0.8400  3  14.0000  221.7872  0.2218
530000  0.8400  3  14.0000  222.3414  0.2223
540000  0.8400  3  14.0000  222.9233  0.2229
550000  0.8200  3  13.6667  216.4532  0.2165
560000  0.8200  3  13.6667  216.9731  0.2170
570000  0.7800  3  13.0000  203.6034  0.2036
580000  0.7600  3  12.6667  197.0593  0.1971
590000  0.7600  3  12.6667  197.5248  0.1975
600000  0.7800  3  13.0000  204.7827  0.2048
610000  0.7800  3  13.0000  204.9951  0.2050
620000  0.7800  3  13.0000  205.2999  0.2053
630000  0.7600  3  12.6667  198.6443  0.1986
640000  0.7600  3  12.6667  199.0046  0.1990
650000  0.7600  3  12.6667  199.4144  0.1994
660000  0.7800  3  13.0000  206.4030  0.2064
670000  0.7600  3  12.6667  199.3972  0.1994
680000  0.7600  3  12.6667  199.4503  0.1995
690000  0.8200  4  10.2500  159.5124  0.1595
700000  0.8200  4  10.2500  159.5386  0.1595
710000  0.8200  4  10.2500  159.6015  0.1596
720000  0.8400  4  10.5000  164.6688  0.1647
730000  0.8400  4  10.5000  164.6074  0.1646
740000  0.8400  4  10.5000  164.6310  0.1646
750000  0.8400  4  10.5000  164.6892  0.1647
760000  0.8200  4  10.2500  159.4899  0.1595
770000  0.8200  4  10.2500  159.5814  0.1596
780000  0.8200  4  10.2500  159.7717  0.1598
790000  0.8800  5  8.8000  136.3704  0.1364
800000  0.8600  5  8.6000  132.3996  0.1324
810000  0.8600  5  8.6000  132.6250  0.1326
820000  0.8600  5  8.6000  132.8681  0.1329
830000  0.8000  4  10.0000  156.1015  0.1561
840000  0.7800  4  9.7500  151.1862  0.1512
850000  0.7800  4  9.7500  151.5339  0.1515
860000  0.8000  4  10.0000  157.0015  0.1570
870000  0.8000  4  10.0000  157.2223  0.1572
