10000  0.0000  0  -nan  -nan  -nan
880000  0.8000  4  10.0000  157.4783  0.1575
890000  0.8000  4  10.0000  157.7700  0.1578
900000  0.8200  4  10.2500  163.0724  0.1631
910000  0.8200  4  10.2500  163.1134  0.1631
920000  0.8200  3  13.6667  224.5053  0.2245
930000  0.8200  3  13.6667  224.5697  0.2246
940000  0.8200  3  13.6667  224.7438  0.2247
950000  0.8200  3  13.6667  224.9382  0.2249
960000  0.8400  3  14.0000  231.9068  0.2319
970000  0.8400  3  14.0000  231.7811  0.2318
980000  0.8400  3  14.0000  231.7032  0.2317
990000  0.8400  3  14.0000  231.7399  0.2317
1000000  0.8400  3  14.0000  231.8801  0.2319
1010000  0.8400  3  14.0000  232.1172  0.2321
1020000  0.8200  3  13.6667  225.3837  0.2254
1030000  0.8200  3  13.6667  225.7417  0.2257
1040000  0.7800  3  13.0000  212.1908  0.2122
1050000  0.7800  3  13.0000  212.5842  0.2126
1060000  0.7600  3  12.6667  205.9950  0.2060
1070000  0.7600  3  12.6667  206.5161  0.2065
1080000  0.7600  3  12.6667  207.1009  0.2071
1090000  0.7400  4  9.2500  145.2447  0.1452
1100000  0.6800  3  11.3333  180.6108  0.1806
1110000  0.7000  3  11.6667  187.7970  0.1878
1120000  0.7000  3  11.6667  187.9167  0.1879
1130000  0.7000  3  11.6667  188.0724  0.1881
1140000  0.7400  3  12.3333  200.8226  0.2008
1150000  0.7400  3  12.3333  200.7254  0.2007
1160000  0.7400  3  12.3333  200.7386  0.2007
1170000  0.7000  3  11.6667  186.7889  0.1868
1180000  0.7000  3  11.6667  186.7264  0.1867
1190000  0.6800  3  11.3333  179.6905  0.1797
1200000  0.6800  3  11.3333  179.7356  0.1797
1210000  0.6800  3  11.3333  179.8768  0.1799
1220000  0.6800  3  11.3333  180.1236  0.1801
1230000  0.6800  3  11.3333  180.4043  0.1804
1240000  0.7400  4  9.2500  145.6385  0.1456
1250000  0.7400  4  9.2500  145.8867  0.1459
1260000  0.7400  4  9.2500  146.1393  0.1461
1270000  0.7600  4  9.5000  151.4437  0.1514
1280000  0.7600  4  9.5000  151.5387  0.1515
1290000  0.7600  4  9.5000  151.6441  0.1516
1300000  0.7600  4  9.5000  151.7978  0.1518
1310000  0.7800  4  9.7500  157.1859  0.1572
1320000  0.8000  4  10.0000  162.4928  0.1625
1330000  0.8000  4  10.0000  162.4149  0.1624
1340000  0.7800  4  9.7500  157.1144  0.1571
1350000  0.7800  4  9.7500  157.1044  0.1571
1360000  0.7800  4  9.7500  157.1451  0.1571
1370000  0.7800  4  9.7500  157.2187  0.1572
1380000  0.7800  4  9.7500  157.3304  0.1573
1390000  0.7800  4  9.7500  157.5415  0.1575
1400000  0.7600  4  9.5000  152.5512  0.1526
1410000  0.7600  4  9.5000  152.7991  0.1528
1420000  0.7600  4  9.5000  153.0741  0.1531
1430000  0.7600  4  9.5000  153.3557  0.1534
1440000  0.7800  4  9.7500  158.8385  0.1588
1450000  0.7200  3  12.0000  198.8120  0.1988
1460000  0.7200  2  18.0000  308.8513  0.3089
1470000  0.7200  2  18.0000  308.8970  0.3089
1480000  0.7200  2  18.0000  309.1684  0.3092
1490000  0.7200  2  18.0000  309.5488  0.3095
1500000  0.7400  2  18.5000  320.3307  0.3203
1510000  0.7400  2  18.5000  320.5088  0.3205
1520000  0.7400  2  18.5000  320.7765  0.3208
1530000  0.7200  2  18.0000  310.4993  0.3105
1540000  0.7200  3  12.0000  200.1469  0.2001
1550000  0.7200  3  12.0000  200.3428  0.2003
1560000  0.7400  3  12.3333  207.4157  0.2074
1570000  0.7400  3  12.3333  207.3136  0.2073
1580000  0.7400  3  12.3333  207.2492  0.2072
1590000  0.6800  2  17.0000  289.8373  0.2898
1600000  0.6800  2  17.0000  289.9182  0.2899
1610000  0.7200  2  18.0000  309.9418  0.3099
1620000  0.7200  2  18.0000  309.8943  0.3099
1630000  0.7200  2  18.0000  310.0231  0.3100
1640000  0.7600  3  12.6667  212.1058  0.2121
1650000  0.7600  3  12.6667  212.1174  0.2121
1660000  0.7600  3  12.6667  212.1252  0.2121
1670000  0.7800  3  13.0000  219.0987  0.2191
1680000  0.7600  3  12.6667  212.0283  0.2120
1690000  0.7400  3  12.3333  204.9452  0.2049
1700000  0.7400  3  12.3333  204.8998  0.2049
1710000  0.7400  3  12.3333  204.8874  0.2049
1720000  0.7400  3  12.3333  204.9127  0.2049
1730000  0.7400  3  12.3333  204.9811  0.2050
1740000  0.7600  4  9.5000  153.7997  0.1538
1750000  0.7000  3  11.6667  191.1489  0.1911
1760000  0.7000  3  11.6667  191.2853  0.1913
1770000  0.7000  3  11.6667  191.4914  0.1915
1780000  0.7000  3  11.6667  191.7679  0.1918
1790000  0.7000  3  11.6667  192.0761  0.1921
1800000  0.7200  3  12.0000  199.2557  0.1993
1810000  0.7000  3  11.6667  192.4126  0.1924
1820000  0.7000  3  11.6667  192.5855  0.1926
1830000  0.7000  3  11.6667  192.8042  0.1928
1840000  0.7000  3  11.6667  193.0096  0.1930
1850000  0.7200  3  12.0000  200.2793  0.2003
1860000  0.7400  3  12.3333  207.2575  0.2073
1870000  0.7400  3  12.3333  207.2240  0.2072
1880000  0.7400  3  12.3333  207.2025  0.2072
1890000  0.7400  3  12.3333  207.2674  0.2073
1900000  0.7400  3  12.3333  207.4113  0.2074
1910000  0.7400  3  12.3333  207.6277  0.2076
1920000  0.7400  3  12.3333  207.8941  0.2079
1930000  0.7200  3  12.0000  201.2616  0.2013
1940000  0.7600  3  12.6667  215.1859  0.2152
1950000  0.7600  3  12.6667  215.2603  0.2153
1960000  0.7600  3  12.6667  215.2050  0.2152
1970000  0.7600  3  12.6667  215.1877  0.2152
1980000  0.7200  3  12.0000  201.1369  0.2011
1990000  0.7200  3  12.0000  201.1134  0.2011
2000000  0.7200  3  12.0000  201.1532  0.2012
