879.2614  60.2781  106.7113  41.2981  0.4309  2.4554
894.2488  26.0009  66.9884  26.9308  0.1801  1.1201
895.3991  39.1540  42.7387  29.6372  0.0512  0.6386
854.1229  2.7972  111.5584  8.7368  0.5213  3.9410
883.4809  103.3544  40.9829  22.4300  0.3594  1.6377
854.7205  81.4276  111.4078  8.7472  0.5202  4.1497
864.1814  100.0937  44.5852  11.4524  0.4882  3.2817
885.3171  75.4002  67.7749  22.6356  0.3510  1.7367
873.9142  1.6236  83.5510  44.5908  0.4487  2.6413
884.6977  33.7267  54.7904  39.9657  0.3519  1.6624
892.1852  80.2946  18.7599  35.4823  0.2143  0.9520
892.9916  22.5582  93.5852  33.7907  0.2056  0.9152
864.4262  11.7685  107.6053  47.7090  0.4950  3.4960
860.7353  45.0678  83.0427  9.9371  0.4993  3.4913
875.0157  99.5130  14.6305  44.1758  0.4379  2.5300
860.8976  70.6817  109.6880  48.8933  0.5110  3.6492
867.4758  44.6285  44.9142  12.5327  0.4745  3.0070
858.7950  4.9456  71.9212  9.7013  0.5110  3.5172
881.8644  12.1708  106.9886  20.8294  0.3678  1.8825
876.7971  41.5332  16.3268  18.3478  0.4584  2.6708
854.8583  112.7351  54.8224  8.7765  0.5196  3.9979
878.4855  107.7976  69.5926  42.7523  0.4197  2.2468
884.0578  103.4782  49.5615  38.9656  0.3912  1.7890
894.9666  92.0254  85.8158  32.9038  0.1257  0.7488
863.2462  64.2675  52.9206  11.0290  0.4939  3.3243
882.2426  5.8956  10.1951  38.2729  0.4081  2.1358
881.2878  40.9411  16.8144  39.2854  0.4187  2.0451
856.3381  69.9307  74.7333  8.9469  0.5195  4.0131
882.3508  60.9421  44.8907  39.5184  0.3764  2.0813
887.7358  8.3174  71.0798  23.9830  0.3071  1.2491
873.4333  111.8871  52.6710  44.4891  0.4586  2.7276
890.2678  97.1131  104.2056  24.9438  0.2990  1.5163
892.4030  108.7301  83.8331  26.0082  0.1865  1.0278
857.5104  49.0982  20.9033  9.7073  0.5269  4.1157
858.5580  60.3144  56.9155  49.6135  0.5154  3.7182
892.1641  101.4242  14.9160  25.2430  0.2459  1.3868
890.6848  123.9263  23.7729  25.9554  0.2820  1.2012
883.8103  76.1096  33.7078  20.5295  0.3804  1.9855
860.2321  24.8745  38.7745  45.2955  0.5386  3.5567
872.8871  8.3506  23.5781  15.9666  0.4663  2.8606
877.5825  54.1497  84.5738  41.8050  0.4225  2.2305
885.1723  46.1780  57.9500  21.0633  0.3486  1.5930
872.2072  27.3055  95.9233  45.3649  0.4579  2.5543
875.0752  108.5375  99.1625  19.4124  0.4402  2.5260
884.7786  35.9406  91.6009  22.7729  0.3535  1.6067
865.7228  12.8506  66.9478  47.7148  0.4844  3.4362
868.5710  121.6650  26.0699  42.1426  0.4768  2.9465
866.1633  -0.5498  38.9392  12.3891  0.4834  3.0001
864.2427  30.7895  74.1190  11.5759  0.4964  3.3343
846.6438  119.4213  25.8004  52.0923  0.5602  4.5461
890.6118  68.8412  97.1841  25.5113  0.2894  1.3646
857.1100  75.8077  76.9053  49.7980  0.5339  4.0716
856.1841  87.5411  26.4828  9.1837  0.5221  4.0351
861.5516  59.0437  110.0548  10.7226  0.5116  3.6512
886.8442  50.9681  56.2346  38.0321  0.3664  1.7334
865.6733  45.4423  13.6973  47.5299  0.4971  3.3231
881.4450  17.5155  85.6784  18.6653  0.3948  2.0724
895.5827  89.5668  41.5169  32.3470  0.0720  0.7403
877.1953  95.3433  96.2343  43.2708  0.4311  2.3570
869.4055  90.0239  58.9460  16.3061  0.4763  2.8857
895.6947  28.1636  8.4910  31.2016  0.0936  0.6553
866.0832  99.7515  80.6475  12.5836  0.4828  3.1288
855.3347  53.0938  93.1612  50.7367  0.5235  3.8363
